Room_no,Month,Day,Hour,Consumption_kWh,Average_Consumption_kWh,Wastage_kWh
4,5,4,7,3.18,1.95,1.23
4,5,4,8,0.73,1.02,0
4,5,4,9,2.51,0.54,1.97
4,5,4,10,1.99,1.65,0.34
4,5,4,11,2.53,0.69,1.84
4,5,4,12,3.04,1.67,1.37
4,5,4,13,1.87,1.72,0.15
4,5,4,14,2.04,1.88,0.16
4,5,4,15,2.89,1.94,0.95
4,5,4,16,3.44,1.69,1.75
4,5,4,17,2.84,1.92,0.92
4,5,4,18,3,1.15,1.85
4,5,4,19,2.86,1.2,1.66
4,5,4,20,1.66,0.65,1.01
4,5,4,21,1.31,0.67,0.64
4,5,4,22,2.25,1.92,0.33
4,5,4,23,1.31,1.16,0.15
4,5,5,0,0.94,0.87,0.07
4,5,5,1,1.33,0.99,0.34
4,5,5,2,3.37,1.64,1.73
4,5,5,3,2.55,0.83,1.72
4,5,5,4,1.65,1.87,0
4,5,5,5,1.43,1.78,0
4,5,5,6,2.31,0.53,1.78
4,5,5,7,1.54,0.77,0.77
4,5,5,8,2.36,1.19,1.17
4,5,5,9,3.25,1.57,1.68
4,5,5,10,2.02,1.39,0.63
4,5,5,11,1.24,1.17,0.07
4,5,5,12,1.71,1.98,0
4,5,5,13,2.84,1.37,1.47
4,5,5,14,3.24,1.38,1.86
4,5,5,15,2.59,1.94,0.65
4,5,5,16,2.82,1.63,1.19
4,5,5,17,2.08,0.54,1.54
4,5,5,18,1.42,1.22,0.2
4,5,5,19,1.99,1.15,0.84
4,5,5,20,2.43,1.98,0.45
4,5,5,21,2.79,1.02,1.77
4,5,5,22,1.43,0.55,0.88
4,5,5,23,3.14,1.96,1.18
4,5,6,0,2.47,1.95,0.52
4,5,6,1,1.32,1.72,0
4,5,6,2,3.85,1.91,1.94
4,5,6,3,1.6,1.48,0.12
4,5,6,4,2.8,1.47,1.33
4,5,6,5,2.57,0.74,1.83
4,5,6,6,0.64,0.65,0
4,5,6,7,2.45,0.63,1.82
4,5,6,8,3.03,1.87,1.16
4,5,6,9,1.06,1,0.06
4,5,6,10,2.04,0.7,1.34
4,5,6,11,1.82,0.57,1.25
4,5,6,12,0.24,0.68,0
4,5,6,13,3.65,1.92,1.73
4,5,6,14,3.54,1.7,1.84
4,5,6,15,2.46,1.68,0.78
4,5,6,16,2.63,0.72,1.91
4,5,6,17,1.51,0.92,0.59
4,5,6,18,3.02,1.12,1.9
4,5,6,19,3.46,1.6,1.86
4,5,6,20,1.33,1.78,0
4,5,6,21,1.81,1.28,0.53
4,5,6,22,0.5,0.87,0
4,5,6,23,0.93,1.14,0
4,5,7,0,1.59,1.15,0.44
4,5,7,1,2.2,1.54,0.66
4,5,7,2,2.75,1.65,1.1
4,5,7,3,0.92,0.87,0.05
4,5,7,4,1.78,1.57,0.21
4,5,7,5,2.43,0.6,1.83
4,5,7,6,2.49,0.93,1.56
4,5,7,7,2.49,1.31,1.18
4,5,7,8,1.67,1.37,0.3
4,5,7,9,1.59,0.86,0.73
4,5,7,10,2.17,0.99,1.18
4,5,7,11,2.05,1.68,0.37
4,5,7,12,1.64,0.83,0.81
4,5,7,13,3.32,1.74,1.58
4,5,7,14,2.45,0.54,1.91
4,5,7,15,1.74,1.68,0.06
4,5,7,16,1.56,0.55,1.01
4,5,7,17,1.22,0.69,0.53
4,5,7,18,0.21,0.67,0
4,5,7,19,2.77,1.64,1.13
4,5,7,20,1.2,0.85,0.35
4,5,7,21,2.99,1.59,1.4
4,5,7,22,0.5,0.97,0
4,5,7,23,2.93,1.05,1.88
4,6,1,0,1.6,0.89,0.71
4,6,1,1,2.29,0.57,1.72
4,6,1,2,1.47,1.24,0.23
4,6,1,3,2.7,1,1.7
4,6,1,4,1.7,0.94,0.76
4,6,1,5,2.33,1.72,0.61
4,6,1,6,1.73,1.24,0.49
4,6,1,7,2.33,0.54,1.79
4,6,1,8,1.01,0.67,0.34
4,6,1,9,0.4,0.83,0
4,6,1,10,1.32,1.65,0
4,6,1,11,2.37,0.76,1.61
4,6,1,12,3.39,1.62,1.77
4,6,1,13,1.66,1.47,0.19
4,6,1,14,2.34,0.72,1.62
4,6,1,15,2.27,1.28,0.99
4,6,1,16,2.47,1.47,1
4,6,1,17,2.42,1.15,1.27
4,6,1,18,0.8,1.08,0
4,6,1,19,2.08,0.79,1.29
4,6,1,20,1.48,1.49,0
4,6,1,21,2.07,0.66,1.41
4,6,1,22,2.51,1.68,0.83
4,6,1,23,1.54,1.8,0
4,6,2,0,2.8,1.97,0.83
4,6,2,1,2.17,0.95,1.22
4,6,2,2,3.43,1.81,1.62
4,6,2,3,2.94,1.46,1.48
4,6,2,4,1.45,1.59,0
4,6,2,5,2.64,1.3,1.34
4,6,2,6,2.14,0.74,1.4
4,6,2,7,1.36,1.29,0.07
4,6,2,8,1.96,0.57,1.39
4,6,2,9,1.14,0.55,0.59
4,6,2,10,2.54,0.57,1.97
4,6,2,11,2.38,0.96,1.42
4,6,2,12,1.03,1.06,0
4,6,2,13,2.83,1.86,0.97
4,6,2,14,2.33,1.04,1.29
4,6,2,15,2.93,1.2,1.73
4,6,2,16,3.1,1.15,1.95
4,6,2,17,3.64,1.77,1.87
4,6,2,18,1.28,1.55,0
4,6,2,19,3.05,1.16,1.89
4,6,2,20,2.69,1.37,1.32
4,6,2,21,1.95,1.51,0.44
4,6,2,22,1.26,1.05,0.21
4,6,2,23,2.31,1.12,1.19
4,6,3,0,1.09,1.05,0.04
4,6,3,1,1.53,0.95,0.58
4,6,3,2,0.99,0.76,0.23
4,6,3,3,1.68,1.3,0.38
4,6,3,4,1.52,1.45,0.07
4,6,3,5,1.9,0.69,1.21
4,6,3,6,1.86,1.38,0.48
4,6,3,7,1.09,0.89,0.2
4,6,3,8,1.65,0.59,1.06
4,6,3,9,2.85,1.38,1.47
4,6,3,10,2.16,0.51,1.65
4,6,3,11,1.2,1.56,0
4,6,3,12,2.93,1.66,1.27
4,6,3,13,1.23,1.72,0
4,6,3,14,1.39,1.11,0.28
4,6,3,15,2.58,1.6,0.98
4,6,3,16,2.08,1.96,0.12
4,6,3,17,2.3,0.82,1.48
4,6,3,18,3.46,1.64,1.82
4,6,3,19,1.53,1.87,0
4,6,3,20,1.63,1.86,0
4,6,3,21,0.97,1.27,0
4,6,3,22,1.71,1.98,0
4,6,3,23,1.11,0.62,0.49
4,6,4,0,2.38,0.79,1.59
4,6,4,1,0.55,1.02,0
4,6,4,2,1.32,0.54,0.78
4,6,4,3,2.27,1.97,0.3
4,6,4,4,2.39,1.71,0.68
4,6,4,5,0.55,0.74,0
4,6,4,6,0.99,1.12,0
4,6,4,7,3.45,1.89,1.56
4,6,4,8,0.02,0.51,0
4,6,4,9,1.42,1.24,0.18
4,6,4,10,1.48,1.07,0.41
4,6,4,11,3.48,1.76,1.72
4,6,4,12,1.99,1.36,0.63
4,6,4,13,2.38,1.72,0.66
4,6,4,14,1.04,1.37,0
4,6,4,15,1.05,1.11,0
4,6,4,16,1.3,1.6,0
4,6,4,17,2.31,0.6,1.71
4,6,4,18,1.98,0.66,1.32
4,6,4,19,3.31,1.81,1.5
4,6,4,20,2.6,0.66,1.94
4,6,4,21,1.33,0.88,0.45
4,6,4,22,2.72,1.18,1.54
4,6,4,23,0.71,0.78,0
4,6,5,0,2.45,1.43,1.02
4,6,5,1,2.06,0.67,1.39
4,6,5,2,2.38,1.91,0.47
4,6,5,3,2.76,1.73,1.03
4,6,5,4,1.47,1.01,0.46
4,6,5,5,3.38,1.65,1.73
4,6,5,6,2.56,1.44,1.12
4,6,5,7,3.37,1.76,1.61
4,6,5,8,2.91,1.48,1.43
4,6,5,9,2.46,0.58,1.88
4,6,5,10,2.03,1.37,0.66
4,6,5,11,0.55,0.52,0.03
4,6,5,12,2.33,1.78,0.55
4,6,5,13,3.76,1.86,1.9
4,6,5,14,2.68,1.88,0.8
4,6,5,15,1.15,1.41,0
4,6,5,16,1.42,1.47,0
4,6,5,17,2.88,1.64,1.24
4,6,5,18,2.25,0.84,1.41
4,6,5,19,3.54,1.7,1.84
4,6,5,20,2.64,0.93,1.71
4,6,5,21,1.68,0.75,0.93
4,6,5,22,2.58,0.99,1.59
4,6,5,23,1.62,1.42,0.2
4,6,6,0,1.77,1.78,0
4,6,6,1,1.46,1.06,0.4
4,6,6,2,3.46,1.85,1.61
4,6,6,3,0.04,0.53,0
4,6,6,4,1.87,1.07,0.8
4,6,6,5,1.52,1.65,0
4,6,6,6,2.31,1.21,1.1
4,6,6,7,2.38,1.9,0.48
4,6,6,8,3.23,1.48,1.75
4,6,6,9,0.88,0.87,0.01
4,6,6,10,3.19,1.79,1.4
4,6,6,11,1.32,0.93,0.39
4,6,6,12,1.31,1.05,0.26
4,6,6,13,2.16,1.52,0.64
4,6,6,14,1.93,1.77,0.16
4,6,6,15,2.97,1.32,1.65
4,6,6,16,1.36,1.32,0.04
4,6,6,17,1.06,1.22,0
4,6,6,18,1.74,0.92,0.82
4,6,6,19,1.57,0.96,0.61
4,6,6,20,2.2,0.58,1.62
4,6,6,21,2.82,1.64,1.18
4,6,6,22,2.74,1.1,1.64
4,6,6,23,2.59,1.33,1.26
4,6,7,0,2.06,1.6,0.46
4,6,7,1,1.57,0.83,0.74
4,6,7,2,1.22,0.81,0.41
4,6,7,3,1.95,1.5,0.45
4,6,7,4,2.05,1.47,0.58
4,6,7,5,2.14,0.56,1.58
4,6,7,6,2.86,1.84,1.02
4,6,7,7,1.87,1.83,0.04
4,6,7,8,1.24,0.68,0.56
4,6,7,9,2.2,1.91,0.29
4,6,7,10,3.55,1.65,1.9
4,6,7,11,1.77,1.8,0
4,6,7,12,3.26,1.88,1.38
4,6,7,13,1.13,1.55,0
4,6,7,14,1.8,0.9,0.9
4,6,7,15,1.71,1.95,0
4,6,7,16,1.51,1.42,0.09
4,6,7,17,1.72,1.79,0
4,6,7,18,3.11,1.51,1.6
4,6,7,19,1.81,1.51,0.3
4,6,7,20,1.3,0.59,0.71
4,6,7,21,2.92,1.4,1.52
4,6,7,22,1.99,0.64,1.35
4,6,7,23,1.7,0.95,0.75
4,7,1,0,2.5,1.78,0.72
4,7,1,1,0.47,0.72,0
4,7,1,2,2.98,1.37,1.61
4,7,1,3,1.65,1.26,0.39
4,7,1,4,2.39,0.64,1.75
4,7,1,5,2.77,1.71,1.06
4,7,1,6,1.56,1.87,0
4,7,1,7,2.87,1.31,1.56
4,7,1,8,3.26,1.74,1.52
4,7,1,9,1.54,1.26,0.28
4,7,1,10,1.64,1.18,0.46
4,7,1,11,2.25,1.73,0.52
4,7,1,12,3.34,1.41,1.93
4,7,1,13,3.5,1.89,1.61
4,7,1,14,3.63,1.89,1.74
4,7,1,15,3.28,1.36,1.92
4,7,1,16,1.73,1.74,0
4,7,1,17,0.58,0.59,0
4,7,1,18,3.07,1.78,1.29
4,7,1,19,1.47,1.61,0
4,7,1,20,1.09,1.03,0.06
4,7,1,21,1.4,1.27,0.13
4,7,1,22,2.13,0.97,1.16
4,7,1,23,3.02,1.94,1.08
4,7,2,0,1.61,1.27,0.34
4,7,2,1,1.48,1.35,0.13
4,7,2,2,3.12,1.58,1.54
4,7,2,3,3.27,1.82,1.45
4,7,2,4,1.65,1.86,0
4,7,2,5,2.77,1.15,1.62
4,7,2,6,2.14,0.95,1.19
4,7,2,7,3.24,1.97,1.27
4,7,2,8,1.42,0.57,0.85
4,7,2,9,0.9,1.24,0
4,7,2,10,2.77,1.17,1.6
4,7,2,11,1.87,1.08,0.79
4,7,2,12,1.16,1.27,0
4,7,2,13,1.38,0.63,0.75
4,7,2,14,0.53,0.76,0
4,7,2,15,2.37,0.85,1.52
4,7,2,16,2.4,0.53,1.87
4,7,2,17,1.18,1.15,0.03
4,7,2,18,0.87,0.95,0
4,7,2,19,1.82,0.91,0.91
4,7,2,20,2.67,1.12,1.55
4,7,2,21,1.38,1.08,0.3
4,7,2,22,3.26,1.74,1.52
4,7,2,23,2.27,1.96,0.31
4,7,3,0,2.89,1.84,1.05
4,7,3,1,2.25,0.69,1.56
4,7,3,2,1.29,1.15,0.14
4,7,3,3,2.49,1.22,1.27
4,7,3,4,2.61,1.38,1.23
4,7,3,5,1.41,0.51,0.9
4,7,3,6,1.1,0.95,0.15
4,7,3,7,1.94,0.79,1.15
4,7,3,8,2.54,1.71,0.83
4,7,3,9,1.89,1.36,0.53
4,7,3,10,2.69,1.91,0.78
4,7,3,11,1.27,1.71,0
4,7,3,12,2.29,0.84,1.45
4,7,3,13,3.12,1.46,1.66
4,7,3,14,2.79,1.7,1.09
4,7,3,15,0.12,0.6,0
4,7,3,16,3.1,1.72,1.38
4,7,3,17,2.4,0.94,1.46
4,7,3,18,1.44,0.95,0.49
4,7,3,19,2.11,1.57,0.54
4,7,3,20,1.9,1.39,0.51
4,7,3,21,1.3,1.61,0
4,7,3,22,0.87,0.96,0
4,7,3,23,0.76,1.22,0
4,7,4,0,0.65,0.98,0
4,7,4,1,2.32,1.26,1.06
4,7,4,2,0.12,0.53,0
4,7,4,3,2.85,1.89,0.96
4,7,4,4,0.52,0.53,0
4,7,4,5,1.99,1.63,0.36
4,7,4,6,1.04,0.82,0.22
4,7,4,7,3.22,1.84,1.38
4,7,4,8,0.91,1.29,0
4,7,4,9,2.57,1.45,1.12
4,7,4,10,1.32,1.58,0
4,7,4,11,3.11,1.94,1.17
4,7,4,12,1.37,1.54,0
4,7,4,13,2.54,1.42,1.12
4,7,4,14,1.28,1.05,0.23
4,7,4,15,1.94,0.58,1.36
4,7,4,16,2,0.78,1.22
4,7,4,17,1.58,1.73,0
4,7,4,18,0.73,1.13,0
4,7,4,19,0.69,0.53,0.16
4,7,4,20,2.2,0.68,1.52
4,7,4,21,1.62,1.32,0.3
4,7,4,22,2.05,1.78,0.27
4,7,4,23,1.23,0.96,0.27
4,7,5,0,3.51,1.57,1.94
4,7,5,1,3.16,1.55,1.61
4,7,5,2,0.49,0.5,0
4,7,5,3,3.05,1.71,1.34
4,7,5,4,1.28,1.42,0
4,7,5,5,2.26,1.09,1.17
4,7,5,6,2.23,1,1.23
4,7,5,7,2.16,1.68,0.48
4,7,5,8,1.9,1.61,0.29
4,7,5,9,3.18,1.77,1.41
4,7,5,10,2.13,0.68,1.45
4,7,5,11,2.88,0.95,1.93
4,7,5,12,1.04,0.56,0.48
4,7,5,13,3.49,1.7,1.79
4,7,5,14,0.43,0.62,0
4,7,5,15,1.61,0.62,0.99
4,7,5,16,1.95,0.77,1.18
4,7,5,17,2.22,1.64,0.58
4,7,5,18,1.07,1.39,0
4,7,5,19,1.35,1.55,0
4,7,5,20,1.71,1.13,0.58
4,7,5,21,2.91,1.52,1.39
4,7,5,22,2.38,1.41,0.97
4,7,5,23,1.83,0.61,1.22
4,7,6,0,1.36,1.42,0
4,7,6,1,3.04,1.57,1.47
4,7,6,2,2.31,1.39,0.92
4,7,6,3,0.95,1.37,0
4,7,6,4,1.16,0.63,0.53
4,7,6,5,1.5,0.95,0.55
4,7,6,6,2.27,1.83,0.44
4,7,6,7,1.47,0.52,0.95
4,7,6,8,2.17,1.83,0.34
4,7,6,9,3.09,1.67,1.42
4,7,6,10,1.61,1.48,0.13
4,7,6,11,1.79,1.91,0
4,7,6,12,1.61,1.08,0.53
4,7,6,13,0.98,0.78,0.2
4,7,6,14,3.13,1.7,1.43
4,7,6,15,1.29,0.9,0.39
4,7,6,16,1.65,0.79,0.86
4,7,6,17,2.25,0.52,1.73
4,7,6,18,0.46,0.74,0
4,7,6,19,1.61,1.61,0
4,7,6,20,0.89,1.28,0
4,7,6,21,1.73,0.67,1.06
4,7,6,22,3.3,1.97,1.33
4,7,6,23,2.73,1.48,1.25
4,7,7,0,0.54,0.61,0
4,7,7,1,2.36,1.5,0.86
4,7,7,2,1.77,1.45,0.32
4,7,7,3,2.1,0.88,1.22
4,7,7,4,2.44,1.65,0.79
4,7,7,5,3.8,1.84,1.96
4,7,7,6,1.76,1.63,0.13
4,7,7,7,1.12,1.52,0
4,7,7,8,1.68,0.56,1.12
4,7,7,9,2.03,0.81,1.22
4,7,7,10,1.29,1.46,0
4,7,7,11,3.02,1.43,1.59
4,7,7,12,2.67,1.12,1.55
4,7,7,13,2.07,1.28,0.79
4,7,7,14,2.74,1.01,1.73
4,7,7,15,0.18,0.61,0
4,7,7,16,3.23,1.6,1.63
4,7,7,17,1.36,1.74,0
4,7,7,18,1.97,1.93,0.04
4,7,7,19,2,1.27,0.73
4,7,7,20,2.7,0.87,1.83
4,7,7,21,0.9,0.7,0.2
4,7,7,22,1.45,0.94,0.51
4,7,7,23,0.98,1.26,0
4,8,1,0,1.76,0.97,0.79
4,8,1,1,2.59,1.75,0.84
4,8,1,2,2.02,1.55,0.47
4,8,1,3,1.94,1.73,0.21
4,8,1,4,1.01,1.1,0
4,8,1,5,0.64,0.66,0
4,8,1,6,1.73,1.96,0
4,8,1,7,1.21,1.67,0
4,8,1,8,2.95,1.27,1.68
4,8,1,9,2.59,1.66,0.93
4,8,1,10,1.53,0.79,0.74
4,8,1,11,2.92,1.94,0.98
4,8,1,12,0.43,0.65,0
4,8,1,13,1.81,1.8,0.01
4,8,1,14,2.17,0.67,1.5
4,8,1,15,3.36,1.46,1.9
4,8,1,16,1.6,1.43,0.17
4,8,1,17,2.18,0.7,1.48
4,8,1,18,2.77,1.28,1.49
4,8,1,19,2.13,1.86,0.27
4,8,1,20,2.03,0.77,1.26
4,8,1,21,3.69,1.78,1.91
4,8,1,22,1.75,1.12,0.63
4,8,1,23,2.37,1.31,1.06
4,8,2,0,2.17,1.39,0.78
4,8,2,1,0.86,0.96,0
4,8,2,2,2.53,1.81,0.72
4,8,2,3,3.17,1.6,1.57
4,8,2,4,3.22,1.45,1.77
4,8,2,5,2.54,0.71,1.83
4,8,2,6,2.7,1,1.7
4,8,2,7,2.18,0.67,1.51
4,8,2,8,2.34,1.08,1.26
4,8,2,9,2.54,1.52,1.02
4,8,2,10,2.37,0.8,1.57
4,8,2,11,0.46,0.82,0
4,8,2,12,3.7,1.74,1.96
4,8,2,13,3.32,1.41,1.91
4,8,2,14,3.15,1.94,1.21
4,8,2,15,2.44,0.84,1.6
4,8,2,16,3.17,1.55,1.62
4,8,2,17,1.32,0.87,0.45
4,8,2,18,0.63,0.82,0
4,8,2,19,0.43,0.7,0
4,8,2,20,1.75,1.46,0.29
4,8,2,21,0.47,0.58,0
4,8,2,22,1.21,1.14,0.07
4,8,2,23,3.16,1.95,1.21
4,8,3,0,2.25,1.92,0.33
4,8,3,1,1.73,0.63,1.1
4,8,3,2,2.79,1.65,1.14
4,8,3,3,0.17,0.57,0
4,8,3,4,2.54,0.64,1.9
4,8,3,5,3.04,1.19,1.85
4,8,3,6,2.81,1.77,1.04
4,8,3,7,0.86,0.84,0.02
4,8,3,8,1.28,1.42,0
4,8,3,9,1.95,0.74,1.21
4,8,3,10,2.53,1.13,1.4
4,8,3,11,1.38,0.75,0.63
4,8,3,12,1.4,1.67,0
4,8,3,13,1.84,1.8,0.04
4,8,3,14,1.77,0.63,1.14
4,8,3,15,2.25,1.98,0.27
4,8,3,16,2.36,0.99,1.37
4,8,3,17,2.11,1.95,0.16
4,8,3,18,2.17,1.17,1
4,8,3,19,1.84,1.16,0.68
4,8,3,20,2.6,1.2,1.4
4,8,3,21,1.56,0.91,0.65
4,8,3,22,3.78,1.97,1.81
4,8,3,23,2.98,1.83,1.15
4,8,4,0,0.39,0.83,0
4,8,4,1,2.15,0.74,1.41
4,8,4,2,2.58,0.87,1.71
4,8,4,3,1.43,0.71,0.72
4,8,4,4,3.93,1.97,1.96
4,8,4,5,0.74,0.95,0
4,8,4,6,2.61,0.86,1.75
4,8,4,7,2.71,1.39,1.32
4,8,4,8,1.34,1.35,0
4,8,4,9,2.62,0.75,1.87
4,8,4,10,2.46,0.68,1.78
4,8,4,11,1.2,1.59,0
4,8,4,12,2.95,1.05,1.9
4,8,4,13,3.77,1.84,1.93
4,8,4,14,1.88,0.79,1.09
4,8,4,15,1.75,1.04,0.71
4,8,4,16,2.96,1.34,1.62
4,8,4,17,1.93,0.7,1.23
4,8,4,18,2.01,0.93,1.08
4,8,4,19,3.03,1.77,1.26
4,8,4,20,2.52,1.94,0.58
4,8,4,21,2.33,0.84,1.49
4,8,4,22,0.71,1.06,0
4,8,4,23,0.85,0.68,0.17
4,8,5,0,2.06,1.01,1.05
4,8,5,1,0.82,0.6,0.22
4,8,5,2,3.69,1.7,1.99
4,8,5,3,1.26,0.57,0.69
4,8,5,4,0.2,0.56,0
4,8,5,5,2.93,1.18,1.75
4,8,5,6,0.25,0.56,0
4,8,5,7,1.1,1.21,0
4,8,5,8,1.15,1.51,0
4,8,5,9,1.26,1.55,0
4,8,5,10,1.33,1.22,0.11
4,8,5,11,2.02,1.22,0.8
4,8,5,12,2.6,1.59,1.01
4,8,5,13,3,1.9,1.1
4,8,5,14,0.69,1.05,0
4,8,5,15,1.51,1.59,0
4,8,5,16,0.49,0.76,0
4,8,5,17,2.7,1.14,1.56
4,8,5,18,3.67,1.74,1.93
4,8,5,19,3.08,1.72,1.36
4,8,5,20,2.01,1.02,0.99
4,8,5,21,2.94,1.61,1.33
4,8,5,22,1.13,1.16,0
4,8,5,23,2.35,0.95,1.4
4,8,6,0,2.74,1.41,1.33
4,8,6,1,3.16,1.66,1.5
4,8,6,2,1.54,0.66,0.88
4,8,6,3,2.18,1.07,1.11
4,8,6,4,0.23,0.58,0
4,8,6,5,1.96,1.4,0.56
4,8,6,6,2.66,1.58,1.08
4,8,6,7,2.21,0.83,1.38
4,8,6,8,2.35,1.65,0.7
4,8,6,9,2.54,1.42,1.12
4,8,6,10,2.41,1.25,1.16
4,8,6,11,1.78,0.52,1.26
4,8,6,12,2.31,0.92,1.39
4,8,6,13,1.12,1.02,0.1
4,8,6,14,2.96,1.81,1.15
4,8,6,15,1.11,1.46,0
4,8,6,16,2.15,1.74,0.41
4,8,6,17,2.17,1.2,0.97
4,8,6,18,1.2,1.63,0
4,8,6,19,2.75,1,1.75
4,8,6,20,0.8,0.68,0.12
4,8,6,21,1.55,0.79,0.76
4,8,6,22,3.19,1.21,1.98
4,8,6,23,1.65,1.87,0
4,8,7,0,2.11,1.18,0.93
4,8,7,1,3.36,1.61,1.75
4,8,7,2,1.77,1.45,0.32
4,8,7,3,2.91,1.77,1.14
4,8,7,4,1.49,1.46,0.03
4,8,7,5,1,0.77,0.23
4,8,7,6,2.09,1.94,0.15
4,8,7,7,2.17,0.83,1.34
4,8,7,8,2.83,1.65,1.18
4,8,7,9,2.6,1.25,1.35
4,8,7,10,1.18,1.47,0
4,8,7,11,2.23,0.63,1.6
4,8,7,12,2.01,0.8,1.21
4,8,7,13,1.19,1.11,0.08
4,8,7,14,1.82,1.05,0.77
4,8,7,15,1.63,1.36,0.27
4,8,7,16,2.32,1.42,0.9
4,8,7,17,2.34,0.71,1.63
4,8,7,18,1.99,0.78,1.21
4,8,7,19,0.98,1.27,0
4,8,7,20,2.2,0.73,1.47
4,8,7,21,2.23,1.24,0.99
4,8,7,22,2.98,1.28,1.7
4,8,7,23,3.1,1.37,1.73
4,9,1,0,1.15,1.5,0
4,9,1,1,1.51,0.64,0.87
4,9,1,2,1.79,0.7,1.09
4,9,1,3,1.55,0.54,1.01
4,9,1,4,1.81,1.46,0.35
4,9,1,5,1.64,1.69,0
4,9,1,6,0.93,0.84,0.09
4,9,1,7,2.01,1.3,0.71
4,9,1,8,1.63,1.78,0
4,9,1,9,1.71,0.61,1.1
4,9,1,10,2.37,0.55,1.82
4,9,1,11,0.27,0.63,0
4,9,1,12,1.77,0.73,1.04
4,9,1,13,3.1,1.28,1.82
4,9,1,14,1.64,2,0
4,9,1,15,2.1,1.62,0.48
4,9,1,16,3.43,1.94,1.49
4,9,1,17,3.85,1.9,1.95
4,9,1,18,1.33,1.48,0
4,9,1,19,2.47,1.84,0.63
4,9,1,20,1.44,0.88,0.56
4,9,1,21,2.48,0.67,1.81
4,9,1,22,1.61,1.22,0.39
4,9,1,23,2.92,1.83,1.09
4,9,2,0,0.77,0.83,0
4,9,2,1,2.27,0.97,1.3
4,9,2,2,0.55,0.63,0
4,9,2,3,3.3,1.63,1.67
4,9,2,4,2.21,0.7,1.51
4,9,2,5,2.46,0.61,1.85
4,9,2,6,2.31,0.57,1.74
4,9,2,7,1.09,0.81,0.28
4,9,2,8,3.53,1.65,1.88
4,9,2,9,2.59,1.31,1.28
4,9,2,10,1.14,1.07,0.07
4,9,2,11,3.41,1.62,1.79
4,9,2,12,1.52,1.3,0.22
4,9,2,13,2.85,1.02,1.83
4,9,2,14,0.37,0.6,0
4,9,2,15,0.96,0.86,0.1
4,9,2,16,1.32,1.41,0
4,9,2,17,3.15,1.32,1.83
4,9,2,18,3.47,1.77,1.7
4,9,2,19,1.85,0.91,0.94
4,9,2,20,2.01,0.71,1.3
4,9,2,21,3.89,1.94,1.95
4,9,2,22,2.44,0.64,1.8
4,9,2,23,3.26,1.55,1.71
4,9,3,0,3.15,1.82,1.33
4,9,3,1,1.23,1.27,0
4,9,3,2,1.06,0.52,0.54
4,9,3,3,1.13,0.8,0.33
4,9,3,4,2.58,1.46,1.12
4,9,3,5,1.21,1.66,0
4,9,3,6,2.97,1.58,1.39
4,9,3,7,0.37,0.56,0
4,9,3,8,0.34,0.76,0
4,9,3,9,1.44,0.81,0.63
4,9,3,10,2.47,1.8,0.67
4,9,3,11,1.75,0.84,0.91
4,9,3,12,1.7,0.86,0.84
4,9,3,13,2.57,0.9,1.67
4,9,3,14,1.79,1.58,0.21
4,9,3,15,2.61,1.83,0.78
4,9,3,16,1.78,0.74,1.04
4,9,3,17,2.45,1.38,1.07
4,9,3,18,1.78,1.52,0.26
4,9,3,19,1.43,1.04,0.39
4,9,3,20,2.19,1.49,0.7
4,9,3,21,2.87,1.89,0.98
4,9,3,22,1.71,0.59,1.12
4,9,3,23,2.15,0.83,1.32
4,9,4,0,2.66,0.81,1.85
4,9,4,1,2.31,1.95,0.36
4,9,4,2,1.67,0.84,0.83
4,9,4,3,2.27,1.17,1.1
4,9,4,4,0.44,0.63,0
4,9,4,5,3.57,1.68,1.89
4,9,4,6,1.99,1.05,0.94
4,9,4,7,2.37,1.93,0.44
4,9,4,8,3.34,1.89,1.45
4,9,4,9,2.58,0.82,1.76
4,9,4,10,2.72,1.98,0.74
4,9,4,11,2.37,0.79,1.58
4,9,4,12,1.3,1,0.3
4,9,4,13,1.31,0.83,0.48
4,9,4,14,3.41,1.95,1.46
4,9,4,15,2.05,1.69,0.36
4,9,4,16,0.93,0.79,0.14
4,9,4,17,1.82,1.77,0.05
4,9,4,18,2.02,1.97,0.05
4,9,4,19,2.59,1.59,1
4,9,4,20,1.27,1.22,0.05
4,9,4,21,1.47,0.63,0.84
4,9,4,22,1.45,0.68,0.77
4,9,4,23,1.97,1.53,0.44
4,9,5,0,2.09,1.58,0.51
4,9,5,1,1.33,1.47,0
4,9,5,2,2.24,1.54,0.7
4,9,5,3,2,0.65,1.35
4,9,5,4,1.54,1.31,0.23
4,9,5,5,1.32,1.47,0
4,9,5,6,1.55,1.79,0
4,9,5,7,1.46,0.84,0.62
4,9,5,8,2.02,1.91,0.11
4,9,5,9,3.7,1.95,1.75
4,9,5,10,1.65,0.59,1.06
4,9,5,11,2.5,1.68,0.82
4,9,5,12,2.03,0.7,1.33
4,9,5,13,1.38,0.81,0.57
4,9,5,14,2.67,0.93,1.74
4,9,5,15,1.66,1.6,0.06
4,9,5,16,2.06,0.84,1.22
4,9,5,17,2.79,1.86,0.93
4,9,5,18,0.46,0.74,0
4,9,5,19,0.95,0.7,0.25
4,9,5,20,1.54,1.08,0.46
4,9,5,21,1.07,1.57,0
4,9,5,22,3.12,1.9,1.22
4,9,5,23,1.87,1.77,0.1
